id;bpp;bps;bytes;date_first_seen;dst_ip;duration;flags;flows;packet_no;pps;protocol;src_ip;time_first_seen;tos
503;59;24410;238;2022-05-02;10.0.0.1:48596;0.08;........;1;4;51;TCP;104.244.42.129:443;21:15:07;0
504;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;20:59:50;0
505;59;24410;238;2022-05-02;10.0.0.1:38326;0.08;........;1;4;51;TCP;104.244.42.130:443;21:33:21;0
506;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:28:41;0
507;59;24410;238;2022-05-02;10.0.0.1:37650;0.08;........;1;4;51;TCP;104.244.42.193:443;21:45:15;0
508;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:15:55;0
509;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38308;21:05:15;0
510;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:41:37;0
511;59;24410;238;2022-05-02;10.0.0.1:38308;0.08;........;1;4;51;TCP;104.244.42.130:443;21:05:15;0
512;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:42:45;0
513;59;24410;238;2022-05-02;10.0.0.1:38314;0.08;........;1;4;51;TCP;104.244.42.130:443;21:19:16;0
514;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:48:02;0
515;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38330;21:49:49;0
516;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:49:36;0
517;59;24410;238;2022-05-02;10.0.0.1:38310;0.08;........;1;4;51;TCP;104.244.42.130:443;21:10:14;0
518;1374;787013;98967;2022-05-02;10.0.0.1:9000;1.01;........;1;72;71;UDP;10.0.0.254:50487;21:53:21;0
519;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38332;21:53:35;0
520;1374;768071;96201;2022-05-02;10.0.0.1:9000;1.00;........;1;70;69;UDP;10.0.0.254:50487;21:25:34;0
521;59;24410;238;2022-05-02;10.0.0.1:38332;0.08;........;1;4;51;TCP;104.244.42.130:443;21:53:35;0
522;1374;745514;98967;2022-05-02;10.0.0.1:9000;1.06;........;1;72;67;UDP;10.0.0.254:50487;21:12:53;0
523;67;24214;678;2022-05-02;10.0.0.1:55398;0.22;........;1;10;44;TCP;172.217.170.206:443;21:05:53;0
524;421;741760;9272;2022-05-02;197.226.227.80:443;0.10;........;1;22;220;UDP;10.0.0.1:56884;21:00:42;0
525;572;23892;29746;2022-05-02;10.0.0.1:38320;9.96;........;1;52;5;TCP;104.244.42.130:443;21:30:47;0
526;1374;735814;98967;2022-05-02;10.0.0.1:9000;1.08;........;1;72;66;UDP;10.0.0.254:50487;21:08:59;0
527;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38316;21:25:07;0
528;52;701333;526;2022-05-02;102.132.96.35:443;0.01;........;1;10;1666;TCP;10.0.0.1:47110;21:48:48;0
529;59;23800;238;2022-05-02;10.0.0.1:38328;0.08;........;1;4;50;TCP;104.244.42.130:443;21:45:15;0
530;1372;633041;79605;2022-05-02;10.0.0.1:9000;1.01;........;1;58;57;UDP;10.0.0.254:50487;21:20:02;0
531;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38326;21:33:21;0
532;209;615200;4614;2022-05-02;104.244.42.130:443;0.06;........;1;22;366;TCP;10.0.0.1:38326;21:32:29;0
533;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38334;21:57:16;0
534;1360;590814;1.1M;2022-05-02;10.0.0.1:37761;15.22;........;1;826;54;UDP;197.226.227.80:443;21:12:28;0
535;59;23800;238;2022-05-02;104.244.42.193:443;0.08;........;1;4;50;TCP;10.0.0.1:37650;21:45:15;0
536;181;581440;3634;2022-05-02;10.0.0.1:38326;0.05;........;1;20;400;TCP;104.244.42.130:443;21:32:29;0
537;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38328;21:45:15;0
538;209;576750;4614;2022-05-02;104.244.42.130:443;0.06;........;1;22;343;TCP;10.0.0.1:38330;21:48:10;0
539;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38310;21:10:14;0
540;183;561647;4774;2022-05-02;104.244.42.130:443;0.07;........;1;26;382;TCP;10.0.0.1:38318;21:27:53;0
541;67;22821;542;2022-05-02;10.0.0.1:50858;0.19;........;1;8;42;UDP;172.217.170.174:443;21:11:50;0
542;52;526000;526;2022-05-02;104.244.42.130:443;0.01;........;1;10;1250;TCP;10.0.0.1:38306;21:00:39;0
543;255;22794;4086;2022-05-02;172.217.170.174:443;1.43;........;1;16;11;UDP;10.0.0.1:50858;21:12:47;0
544;52;526000;526;2022-05-02;104.244.42.130:443;0.01;........;1;10;1250;TCP;10.0.0.1:38320;21:31:55;0
545;59;22666;238;2022-05-02;10.0.0.1:38320;0.08;........;1;4;47;TCP;104.244.42.130:443;21:31:16;0
546;181;519142;3634;2022-05-02;10.0.0.1:38330;0.06;........;1;20;357;TCP;104.244.42.130:443;21:48:10;0
547;58;22361;464;2022-05-02;34.216.199.145:443;0.17;........;1;8;48;TCP;10.0.0.1:33844;21:31:56;0
548;148;509485;4458;2022-05-02;172.217.170.170:443;0.07;........;1;30;428;TCP;10.0.0.1:49184;21:45:38;0
549;40;22222;200;2022-05-02;224.0.0.22:34;0.07;........;1;5;69;IGMP;192.168.209.1:0;21:54:13;0
550;420;506410;9242;2022-05-02;10.0.0.1:42550;0.15;........;1;22;150;TCP;52.85.218.46:443;21:06:19;0
551;40;22222;200;2022-05-02;224.0.0.22:34;0.07;........;1;5;69;IGMP;192.168.209.1:0;21:54:13;0
552;1370;496277;64392;2022-05-02;10.0.0.1:9000;1.04;........;1;47;45;UDP;10.0.0.254:50487;21:13:47;0
553;70;22025;424;2022-05-02;10.0.0.1:42550;0.15;........;1;6;38;TCP;52.85.218.46:443;21:08:14;0
554;824;493946;23092;2022-05-02;10.0.0.1:38825;0.37;........;1;28;74;UDP;172.217.170.206:443;21:52:12;0
555;608;21992;17044;2022-05-02;10.0.0.1:32966;6.20;........;1;28;4;UDP;102.132.96.35:443;21:45:53;0
556;649;490897;15586;2022-05-02;10.0.0.1:49112;0.25;........;1;24;94;TCP;172.217.170.174:443;21:06:23;0
557;56;21853;448;2022-05-02;10.0.0.1:33844;0.16;........;1;8;48;TCP;34.216.199.145:443;21:31:56;0
558;649;490897;15586;2022-05-02;10.0.0.1:55408;0.25;........;1;24;94;TCP;172.217.170.206:443;21:52:12;0
559;67;21818;540;2022-05-02;10.0.0.1:50858;0.20;........;1;8;40;UDP;172.217.170.174:443;21:09:54;0
560;1369;490067;61626;2022-05-02;10.0.0.1:9000;1.01;........;1;45;44;UDP;10.0.0.254:50487;21:10:03;0
561;98;21512;41158;2022-05-02;197.226.227.80:443;15.31;........;1;416;27;UDP;10.0.0.1:37761;21:12:28;0
562;804;489608;22522;2022-05-02;10.0.0.1:50858;0.37;........;1;28;76;UDP;172.217.170.174:443;21:06:23;0
563;70;21014;704;2022-05-02;10.0.0.1:33042;0.27;........;1;10;37;TCP;35.224.170.84:80;21:41:52;0
564;59;476000;238;2022-05-02;10.0.0.1:47110;0.00;........;1;4;1000;TCP;102.132.96.35:443;21:48:10;0
565;70;21014;704;2022-05-02;10.0.0.1:48812;0.27;........;1;10;37;TCP;35.232.111.17:80;21:17:56;0
566;59;476000;238;2022-05-02;10.0.0.1:55408;0.00;........;1;4;1000;TCP;172.217.170.206:443;21:52:55;0
567;70;20705;704;2022-05-02;10.0.0.1:33038;0.27;........;1;10;36;TCP;35.224.170.84:80;21:27:35;0
568;44;448000;448;2022-05-02;10.0.0.1:38306;0.01;........;1;10;1250;TCP;104.244.42.130:443;21:00:39;0
569;70;20705;704;2022-05-02;10.0.0.1:48818;0.27;........;1;10;36;TCP;35.232.111.17:80;21:52:27;0
570;44;448000;448;2022-05-02;10.0.0.1:38320;0.01;........;1;10;1250;TCP;104.244.42.130:443;21:31:55;0
571;78;18488;624;2022-05-02;10.0.0.1:33032;0.27;........;1;8;29;TCP;35.224.170.84:80;21:02:57;0
572;325;428164;7814;2022-05-02;10.0.0.1:44903;0.15;........;1;24;164;UDP;102.132.96.35:443;21:47:20;0
573;55;18020;446;2022-05-02;104.244.42.130:443;0.20;........;1;8;40;TCP;10.0.0.1:38312;21:16:00;0
574;449;426700;17068;2022-05-02;10.0.0.1:60496;0.32;........;1;38;118;TCP;216.58.223.106:443;21:16:09;0
575;66;17600;396;2022-05-02;10.0.0.1:38306;0.18;........;1;6;33;TCP;104.244.42.130:443;21:00:03;0
576;585;383373;26932;2022-05-02;10.0.0.1:38324;0.56;........;1;46;81;TCP;104.244.42.130:443;21:30:46;0
577;59;17309;238;2022-05-02;34.117.237.239:443;0.11;........;1;4;36;TCP;10.0.0.1:59360;21:51:37;0
578;129;372160;2326;2022-05-02;52.85.218.46:443;0.05;........;1;18;360;TCP;192.168.209.130:52426;21:52:56;0
579;537;17111;10742;2022-05-02;10.0.0.1:44602;5.02;........;1;20;3;TCP;197.226.227.80:443;21:29:07;0
580;672;366878;24214;2022-05-02;10.0.0.1:40038;0.53;........;1;36;68;TCP;52.85.218.129:443;21:06:19;0
581;50;16268;606;2022-05-02;102.132.96.35:443;0.30;........;1;12;40;TCP;10.0.0.1:47108;21:12:12;0
582;1162;357794;6977;2022-05-02;10.0.0.1:9000;0.16;........;1;6;38;UDP;10.0.0.254:50487;21:21:42;0
583;70;15139;704;2022-05-02;10.0.0.1:33036;0.37;........;1;10;26;TCP;35.224.170.84:80;21:07:53;0
584;55;356800;446;2022-05-02;34.117.237.239:443;0.01;........;1;8;800;TCP;10.0.0.1:59360;21:52:55;0
585;46;15020;368;2022-05-02;10.0.0.1:38312;0.20;........;1;8;40;TCP;104.244.42.130:443;21:16:00;0
586;133;356307;3474;2022-05-02;34.117.237.239:443;0.08;........;1;26;333;TCP;10.0.0.1:59356;21:31:55;0
587;59;14875;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;31;TCP;10.0.0.1:38318;21:28:55;0
588;128;351542;3076;2022-05-02;10.0.0.1:59356;0.07;........;1;24;342;TCP;34.117.237.239:443;21:31:55;0
589;59;14208;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;29;TCP;10.0.0.1:38316;21:24:04;0
590;63;336000;252;2022-05-02;52.85.218.46:443;0.01;........;1;4;666;TCP;192.168.209.130:52416;21:29:38;0
591;59;14208;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;29;TCP;10.0.0.1:38314;21:19:16;0
592;63;336000;252;2022-05-02;52.85.218.46:443;0.01;........;1;4;666;TCP;192.168.209.130:52418;21:31:55;0
593;489;13801;10758;2022-05-02;102.132.96.35:443;6.24;........;1;22;3;UDP;10.0.0.1:32966;21:45:53;0
594;63;336000;252;2022-05-02;52.85.218.46:443;0.01;........;1;4;666;TCP;192.168.209.130:52420;21:40:26;0
595;59;13222;238;2022-05-02;104.244.42.130:443;0.14;........;1;4;27;TCP;10.0.0.1:38308;21:04:13;0
596;582;323052;13972;2022-05-02;172.217.170.174:443;0.35;........;1;24;69;UDP;10.0.0.1:50858;21:06:23;0
597;59;13041;238;2022-05-02;104.244.42.130:443;0.15;........;1;4;27;TCP;10.0.0.1:38320;21:31:16;0
598;549;322937;14290;2022-05-02;172.217.170.206:443;0.35;........;1;26;73;UDP;10.0.0.1:38825;21:52:12;0
599;59;12693;238;2022-05-02;104.244.42.129:443;0.15;........;1;4;26;TCP;10.0.0.1:48596;21:14:04;0
600;40;320000;320;2022-05-02;10.0.0.1:59360;0.01;........;1;8;1000;TCP;34.117.237.239:443;21:52:55;0
601;59;12205;238;2022-05-02;104.244.42.130:443;0.16;........;1;4;25;TCP;10.0.0.1:38312;21:15:06;0
602;59;317333;238;2022-05-02;10.0.0.1:38310;0.01;........;1;4;666;TCP;104.244.42.130:443;21:09:14;0
603;281;11665;8440;2022-05-02;172.217.170.174:443;5.79;........;1;30;5;UDP;10.0.0.1:50858;21:23:56;0
604;59;317333;238;2022-05-02;102.132.96.35:443;0.01;........;1;4;666;TCP;10.0.0.1:47110;21:48:10;0
605;295;11342;5918;2022-05-02;172.217.170.174:443;4.17;........;1;20;4;UDP;10.0.0.1:50858;21:14:38;0
606;59;317333;238;2022-05-02;172.217.170.206:443;0.01;........;1;4;666;TCP;10.0.0.1:55408;21:52:55;0
607;63;10631;3450;2022-05-02;173.194.128.9:443;2.60;........;1;54;20;TCP;10.0.0.1:45020;21:06:44;0
608;52;300571;526;2022-05-02;104.244.42.130:443;0.01;........;1;10;714;TCP;10.0.0.1:38332;21:54:29;0
609;63;10087;3450;2022-05-02;173.194.128.9:443;2.74;........;1;54;19;TCP;10.0.0.1:45022;21:06:44;0
610;44;298666;448;2022-05-02;10.0.0.1:38332;0.01;........;1;10;833;TCP;104.244.42.130:443;21:54:29;0
611;282;9969;3958;2022-05-02;172.217.170.174:443;3.18;........;1;14;4;UDP;10.0.0.1:50858;21:10:50;0
612;59;270857;474;2022-05-02;52.85.218.46:443;0.01;........;1;8;571;TCP;192.168.209.130:52418;21:32:22;0
613;55;9910;332;2022-05-02;52.85.218.46:443;0.27;........;1;6;22;TCP;10.0.0.1:42550;21:08:14;0
614;335;246323;14102;2022-05-02;102.132.96.35:443;0.46;........;1;42;91;TCP;10.0.0.1:47112;21:47:20;0
615;61;9267;614;2022-05-02;35.232.111.17:80;0.53;........;1;10;18;TCP;10.0.0.1:48812;21:17:56;0
616;59;238000;238;2022-05-02;10.0.0.1:38326;0.01;........;1;4;500;TCP;104.244.42.130:443;21:40:26;0
617;61;9198;614;2022-05-02;35.224.170.84:80;0.53;........;1;10;18;TCP;10.0.0.1:33038;21:27:35;0
618;59;238000;238;2022-05-02;10.0.0.1:38314;0.01;........;1;4;500;TCP;104.244.42.130:443;21:20:15;0
619;61;9198;614;2022-05-02;35.224.170.84:80;0.53;........;1;10;18;TCP;10.0.0.1:33042;21:41:52;0
620;59;237999;238;2022-05-02;10.0.0.1:38332;0.01;........;1;4;499;TCP;104.244.42.130:443;21:52:56;0
621;61;9198;614;2022-05-02;35.232.111.17:80;0.53;........;1;10;18;TCP;10.0.0.1:48818;21:52:26;0
622;92;234680;34146;2022-05-02;197.226.227.80:443;1.16;........;1;370;317;UDP;10.0.0.1:46793;21:06:43;0
623;281;9188;3944;2022-05-02;172.217.170.174:443;3.43;........;1;14;4;UDP;10.0.0.1:50858;21:08:45;0
624;181;230857;3636;2022-05-02;10.0.0.1:38332;0.13;........;1;20;158;TCP;104.244.42.130:443;21:52:27;0
625;67;8861;3498;2022-05-02;173.194.128.9:443;3.16;........;1;52;16;TCP;10.0.0.1:45024;21:20:16;0
626;1332;224529;166601;2022-05-02;10.0.0.1:9000;5.94;........;1;125;21;UDP;10.0.0.254:50487;21:32:21;0
627;40;8791;200;2022-05-02;224.0.0.22:34;0.18;........;1;5;27;IGMP;192.168.209.1:0;21:10:51;0
628;70;216615;704;2022-05-02;10.0.0.1:48810;0.03;........;1;10;384;TCP;35.232.111.17:80;21:12:48;0
629;40;8791;200;2022-05-02;224.0.0.22:34;0.18;........;1;5;27;IGMP;192.168.209.1:0;21:10:51;0
630;63;201600;252;2022-05-02;52.85.218.46:443;0.01;........;1;4;400;TCP;192.168.209.130:52426;21:54:30;0
631;57;8784;694;2022-05-02;35.224.170.84:80;0.63;........;1;12;18;TCP;10.0.0.1:33036;21:07:52;0
632;70;201142;704;2022-05-02;10.0.0.1:33040;0.03;........;1;10;357;TCP;35.224.170.84:80;21:30:43;0
633;64;8652;3370;2022-05-02;173.194.128.9:443;3.12;........;1;52;16;TCP;10.0.0.1:45026;21:20:16;0
634;59;190400;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;400;TCP;10.0.0.1:38326;21:40:26;0
635;238;8403;3332;2022-05-02;172.217.170.206:443;3.17;........;1;14;4;TCP;10.0.0.1:55398;21:02:50;0
636;59;190400;238;2022-05-02;104.244.42.193:443;0.01;........;1;4;400;TCP;10.0.0.1:37650;21:42:25;0
637;238;8324;3334;2022-05-02;172.217.170.206:443;3.20;........;1;14;4;TCP;10.0.0.1:55398;21:04:49;0
638;59;190400;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;400;TCP;10.0.0.1:38328;21:42:25;0
639;66;8051;2192;2022-05-02;10.0.0.1:50858;2.18;........;1;33;15;UDP;172.217.170.174:443;21:06:44;0
640;59;190400;238;2022-05-02;10.0.0.1:37650;0.01;........;1;4;400;TCP;104.244.42.193:443;21:42:25;0
641;66;8030;534;2022-05-02;35.224.170.84:80;0.53;........;1;8;15;TCP;10.0.0.1:33032;21:02:56;0
642;59;190400;238;2022-05-02;10.0.0.1:38328;0.01;........;1;4;400;TCP;104.244.42.130:443;21:42:25;0
643;256;7861;4098;2022-05-02;172.217.170.174:443;4.17;........;1;16;3;UDP;10.0.0.1:50858;21:29:05;0
644;59;190400;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;400;TCP;10.0.0.1:38310;21:09:14;0
645;255;7812;4086;2022-05-02;172.217.170.174:443;4.18;........;1;16;3;UDP;10.0.0.1:50858;21:23:30;0
646;59;190400;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;400;TCP;10.0.0.1:38330;21:48:48;0
647;59;7645;474;2022-05-02;52.85.218.46:443;0.50;........;1;8;16;TCP;192.168.209.130:52426;21:55:22;0
648;59;190400;238;2022-05-02;10.0.0.1:38330;0.01;........;1;4;400;TCP;104.244.42.130:443;21:48:48;0
649;282;7593;3960;2022-05-02;172.217.170.174:443;4.17;........;1;14;3;UDP;10.0.0.1:50858;21:18:49;0
650;59;190399;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;399;TCP;10.0.0.1:38332;21:52:56;0
651;53;7571;318;2022-05-02;104.244.42.130:443;0.34;........;1;6;17;TCP;10.0.0.1:38306;21:00:03;0
652;70;187733;704;2022-05-02;10.0.0.1:33044;0.03;........;1;10;333;TCP;35.224.170.84:80;21:56:47;0
653;40;7547;200;2022-05-02;224.0.0.22:34;0.21;........;1;5;23;IGMP;192.168.209.1:0;21:01:16;0
654;209;177461;4614;2022-05-02;104.244.42.130:443;0.21;........;1;22;105;TCP;10.0.0.1:38332;21:52:27;0
655;40;7547;200;2022-05-02;224.0.0.22:34;0.21;........;1;5;23;IGMP;192.168.209.1:0;21:01:16;0
656;293;176430;4102;2022-05-02;102.132.96.35:443;0.19;........;1;14;75;UDP;10.0.0.1:44903;21:47:20;0
657;282;7527;3954;2022-05-02;172.217.170.174:443;4.20;........;1;14;3;UDP;10.0.0.1:50858;21:16:45;0
658;517;166643;14498;2022-05-02;10.0.0.1:38310;0.70;........;1;28;40;TCP;104.244.42.130:443;21:08:14;0
659;255;6297;4092;2022-05-02;172.217.170.174:443;5.20;........;1;16;3;UDP;10.0.0.1:50858;21:27:02;0
660;70;165647;704;2022-05-02;10.0.0.1:48814;0.03;........;1;10;294;TCP;35.232.111.17:80;21:48:09;0
661;253;6269;4050;2022-05-02;172.217.170.174:443;5.17;........;1;16;3;UDP;10.0.0.1:50858;21:26:25;0
662;1331;162783;157086;2022-05-02;10.0.0.1:9000;7.72;........;1;118;15;UDP;10.0.0.254:50487;21:30:05;0
663;256;6219;4100;2022-05-02;172.217.170.174:443;5.27;........;1;16;3;UDP;10.0.0.1:50858;21:28:28;0
664;40;159999;200;2022-05-02;224.0.0.22:34;0.01;........;1;5;499;IGMP;192.168.209.1:0;21:25:29;0
665;67;6171;1080;2022-05-02;10.0.0.1:50858;1.40;........;1;16;11;UDP;172.217.170.174:443;21:12:47;0
666;40;159999;200;2022-05-02;224.0.0.22:34;0.01;........;1;5;499;IGMP;192.168.209.1:0;21:25:29;0
667;255;6016;4082;2022-05-02;172.217.170.174:443;5.43;........;1;16;2;UDP;10.0.0.1:50858;21:11:24;0
668;208;158666;8330;2022-05-02;10.0.0.1:47112;0.42;........;1;40;95;TCP;102.132.96.35:443;21:47:20;0
669;70;5806;704;2022-05-02;10.0.0.1:45330;0.97;........;1;10;10;TCP;34.122.121.32:80;21:22:13;0
670;59;158666;238;2022-05-02;104.244.42.130:443;0.01;........;1;4;333;TCP;10.0.0.1:38314;21:20:15;0
671;137;5717;7158;2022-05-02;104.244.42.130:443;10.02;........;1;52;5;TCP;10.0.0.1:38320;21:30:47;0
672;85;153272;31804;2022-05-02;197.226.227.80:443;1.66;........;1;372;224;UDP;10.0.0.1:33266;21:29:35;0
673;261;5670;23032;2022-05-02;172.217.170.174:443;32.50;........;1;88;2;UDP;10.0.0.1:50858;21:31:57;0
674;360;152848;10088;2022-05-02;10.0.0.1:47108;0.53;........;1;28;53;TCP;102.132.96.35:443;21:09:25;0
675;255;5290;4084;2022-05-02;172.217.170.174:443;6.18;........;1;16;2;UDP;10.0.0.1:50858;21:19:23;0
676;67;144571;154836;2022-05-02;173.194.128.9:443;8.57;........;1;2286;266;UDP;10.0.0.1:39471;21:08:39;0
677;274;5289;13746;2022-05-02;172.217.170.174:443;20.79;........;1;50;2;UDP;10.0.0.1:50858;21:21:27;0
678;66;137147;31304;2022-05-02;173.194.128.9:443;1.83;........;1;472;258;UDP;10.0.0.1:60529;21:00:40;0
679;255;5284;4080;2022-05-02;172.217.170.174:443;6.18;........;1;16;2;UDP;10.0.0.1:50858;21:15:14;0
680;66;135281;27868;2022-05-02;173.194.128.9:443;1.65;........;1;416;252;UDP;10.0.0.1:39471;21:11:16;0
681;255;5243;4086;2022-05-02;172.217.170.174:443;6.23;........;1;16;2;UDP;10.0.0.1:50858;21:17:22;0
682;793;134765;43664;2022-05-02;10.0.0.1:45020;2.59;........;1;55;21;TCP;173.194.128.9:443;21:06:44;0
683;84;5200;39564;2022-05-02;10.0.0.1:8.0;60.86;........;1;471;7;ICMP;192.168.209.130:0;21:29:58;0
684;66;134177;31666;2022-05-02;173.194.128.9:443;1.89;........;1;474;251;UDP;10.0.0.1:39471;21:08:13;0
685;255;5079;4090;2022-05-02;172.217.170.174:443;6.44;........;1;16;2;UDP;10.0.0.1:50858;21:13:17;0
686;66;133124;27590;2022-05-02;173.194.128.9:443;1.66;........;1;412;248;UDP;10.0.0.1:57846;21:27:03;0
687;283;5014;3970;2022-05-02;172.217.170.174:443;6.33;........;1;14;2;UDP;10.0.0.1:50858;21:24:34;0
688;66;132581;28936;2022-05-02;173.194.128.9:443;1.75;........;1;434;248;UDP;10.0.0.1:57846;21:28:33;0
689;84;4962;37800;2022-05-02;192.168.209.130:0.0;60.94;........;1;450;7;ICMP;10.0.0.1:0;21:29:56;0
690;66;129730;938278;2022-05-02;173.194.128.9:443;57.86;........;1;14108;243;UDP;10.0.0.1:60132;21:30:47;0
691;344;4656;1376;2022-05-02;192.168.209.254:67;2.36;........;1;4;1;UDP;192.168.209.1:68;21:00:11;0
692;742;129729;43816;2022-05-02;10.0.0.1:45022;2.70;........;1;59;21;TCP;173.194.128.9:443;21:06:44;0
693;344;4545;18598;2022-05-02;172.217.170.174:443;32.73;........;1;54;1;UDP;10.0.0.1:50858;21:32:56;0
694;63;128225;139670;2022-05-02;173.194.128.9:443;8.71;........;1;2192;251;UDP;10.0.0.1:39471;21:11:35;0
695;45;4376;360;2022-05-02;93.184.220.29:80;0.66;........;1;8;12;TCP;192.168.209.130:50080;21:42:27;0
696;63;128016;143954;2022-05-02;173.194.128.9:443;9.00;........;1;2262;251;UDP;10.0.0.1:57846;21:27:26;0
697;288;4352;25978;2022-05-02;172.217.170.174:443;47.74;........;1;90;1;UDP;10.0.0.1:50858;21:29:38;0
698;63;125528;141596;2022-05-02;173.194.128.9:443;9.02;........;1;2224;246;UDP;10.0.0.1:39471;21:10:44;0
699;253;4226;4060;2022-05-02;172.217.170.174:443;7.68;........;1;16;2;UDP;10.0.0.1:50858;21:07:16;0
700;123;123900;2478;2022-05-02;102.132.96.35:443;0.16;........;1;20;125;TCP;10.0.0.1:47110;21:45:52;0
701;253;4202;4060;2022-05-02;172.217.170.174:443;7.73;........;1;16;2;UDP;10.0.0.1:50858;21:09:22;0
702;63;123720;128886;2022-05-02;173.194.128.9:443;8.33;........;1;2020;242;UDP;10.0.0.1:57846;21:28:00;0
703;61;3917;614;2022-05-02;34.122.121.32:80;1.25;........;1;10;7;TCP;10.0.0.1:45330;21:22:13;0
704;66;121846;792;2022-05-02;10.0.0.1:38318;0.05;........;1;12;230;TCP;104.244.42.130:443;21:29:38;0
705;194;3894;3492;2022-05-02;172.217.170.206:443;7.17;........;1;18;2;TCP;10.0.0.1:55398;21:00:48;0
706;64;120129;200856;2022-05-02;173.194.128.9:443;13.38;........;1;3132;234;UDP;10.0.0.1:60529;21:00:03;0
707;238;3716;3332;2022-05-02;172.217.170.206:443;7.17;........;1;14;1;TCP;10.0.0.1:55398;21:05:23;0
708;66;118085;25654;2022-05-02;197.226.227.80:443;1.74;........;1;384;220;UDP;10.0.0.1:37761;21:15:05;0
709;238;3714;3332;2022-05-02;172.217.170.206:443;7.18;........;1;14;1;TCP;10.0.0.1:55398;21:03:18;0
710;67;117654;24678;2022-05-02;197.226.227.80:443;1.68;........;1;368;219;UDP;10.0.0.1:56884;21:05:16;0
711;255;3684;4084;2022-05-02;172.217.170.174:443;8.87;........;1;16;1;UDP;10.0.0.1:50858;21:12:09;0
712;50;117333;704;2022-05-02;10.0.0.1:38318;0.05;........;1;14;291;TCP;104.244.42.130:443;21:30:05;0
713;263;3561;6322;2022-05-02;172.217.170.174:443;14.20;........;1;24;1;UDP;10.0.0.1:50858;21:22:06;0
714;66;117188;25840;2022-05-02;197.226.227.80:443;1.76;........;1;388;219;UDP;10.0.0.1:56884;21:03:40;0
715;272;3440;24546;2022-05-02;172.217.170.174:443;57.08;........;1;90;1;UDP;10.0.0.1:50858;21:30:44;0
716;216;116674;5192;2022-05-02;10.0.0.1:38328;0.36;........;1;24;67;TCP;104.244.42.130:443;21:41:54;0
717;84;3423;25200;2022-05-02;192.168.209.130:0.0;58.89;........;1;300;5;ICMP;10.0.0.1:0;21:32:05;0
718;67;116407;23718;2022-05-02;197.226.227.80:443;1.63;........;1;352;215;UDP;10.0.0.1:37761;21:16:10;0
719;67;3409;1352;2022-05-02;10.0.0.1:55398;3.17;........;1;20;6;TCP;172.217.170.206:443;21:02:50;0
720;71;114907;771316;2022-05-02;173.194.128.9:443;53.70;........;1;10728;199;UDP;10.0.0.1:60132;21:29:39;0
721;96;3390;2130;2022-05-02;197.226.227.80:443;5.03;........;1;22;4;TCP;10.0.0.1:44602;21:29:07;0
722;95;114400;1716;2022-05-02;10.0.0.1:47110;0.12;........;1;18;150;TCP;102.132.96.35:443;21:45:52;0
723;84;3388;25368;2022-05-02;10.0.0.1:8.0;59.89;........;1;302;5;ICMP;192.168.209.130:0;21:32:07;0
724;65;113891;105720;2022-05-02;197.226.227.80:443;7.43;........;1;1604;215;UDP;10.0.0.1:37761;21:19:10;0
725;67;3369;1352;2022-05-02;10.0.0.1:55398;3.21;........;1;20;6;TCP;172.217.170.206:443;21:04:49;0
726;837;112516;43544;2022-05-02;10.0.0.1:45026;3.10;........;1;52;16;TCP;173.194.128.9:443;21:20:16;0
727;84;2934;21672;2022-05-02;192.168.209.130:0.0;59.08;........;1;258;4;ICMP;10.0.0.1:0;21:45:10;0
